Source,Target
DOX:R B' R2 D' R U2 R' D R U2 R B R',JGF:R2 D' R U2 R' D R U2 R
DOX:R B' R2 D' R U2 R' D R U2 R B R',DXO:R B' R' U2 R' D' R U2 R' D R2 B R'
DOX:R B' R2 D' R U2 R' D R U2 R B R',GOX:U' R B' R2 D' R U2 R' D R U2 R B R' U
DOY:R' U' R' U' R U R D' R' U' R D R2 U R U R,DYO:R' U' R' U' R2 D' R' U R D R' U' R' U R U R
DOZ:R B' R' D' R' D R U2 R' D' R U2 D R B R',JHD:R' D' R' D R U2 R' D' R U2 D R
DOZ:R B' R' D' R' D R U2 R' D' R U2 D R B R',DZO:R B' R' U2 D' R' D R U2 R' D' R D R B R'
DPM:U R B R2 D R U R' D' R U' R B' R' U',GPM:R B R2 D R U R' D' R U' R B' R'
DPM:U R B R2 D R U R' D' R U' R B' R' U',JPM:U' R B R2 D R U R' D' R U' R B' R' U
DPN:R' F' R U' D' R D R' U2 R D' R' U' D R' F R,DPY:R U' D' R D R' U2 R D' R' U' D R'
DPR:U R' U R2 D' R' U2 R D R' U2 R' U' R U',GPR:R' U R2 D' R' U2 R D R' U2 R' U' R
DPR:U R' U R2 D' R' U2 R D R' U2 R' U' R U',DRP:U R' U R U2 R D' R' U2 R D R2 U' R U'
DPR:U R' U R2 D' R' U2 R D R' U2 R' U' R U',JPR:U' R' U R2 D' R' U2 R D R' U2 R' U' R U
DPS:U D' R' U' R D R' U R U',GPS:D' R' U' R D R' U R
DPS:U D' R' U' R D R' U R U',DSP:U R' U' R D' R' U R U' D
DPS:U D' R' U' R D R' U R U',DSY:U R' U' R D R' U R U' D'
DPS:U D' R' U' R D R' U R U',GEQ:R U D' R' U' R D R' U R U' R'
DPS:U D' R' U' R D R' U R U',JPS:U' D' R' U' R D R' U R U
DPT:R' D' R D R' U R D' R' U' D R,GDP:D' R D R' U R D' R' U' D
DPT:R' D' R D R' U R D' R' U' D R,DTP:R' U D' R D R' U' R D' R' D R
DPT:R' D' R D R' U R D' R' U' D R,JEQ:R D' R D R' U R D' R' U' D R'
DPW:U' R' F R U2 R D' R' U2 R D R2 F' R U,DWP:U' R' F R2 D' R' U2 R D R' U2 R' F' R U
DPW:U' R' F R U2 R D' R' U2 R D R2 F' R U,JPW:U R' F R U2 R D' R' U2 R D R2 F' R U'
DPX:U D' R2 D R U R' D' R U' R U' D,DSW:U R2 D R U R' D' R U' R U'
DPX:U D' R2 D R U R' D' R U' R U' D,DXP:U D' R' U R' D R U' R' D' R2 U' D
DPX:U D' R2 D R U R' D' R U' R U' D,GPX:D' R2 D R U R' D' R U' R D
DPX:U D' R2 D R U R' D' R U' R U' D,JPX:U' D' R2 D R U R' D' R U' R U D
DPY:R U' D' R D R' U2 R D' R' U' D R',JDP:U' D' R D R' U2 R D' R' U' D
DPY:R U' D' R D R' U2 R D' R' U' D R',DYP:R U D' R D R' U2 R D' R' U D R'
DPY:R U' D' R D R' U2 R D' R' U' D R',GFO:R' U' D' R D R' U2 R D' R' U' D R
DPZ:U R B R2 D' R U R' D R U' R B' R' U',GPZ:R B R2 D' R U R' D R U' R B' R'
DPZ:U R B R2 D' R U R' D R U' R B' R' U',DZP:U R B R' U R' D' R U' R' D R2 B' R' U'
DPZ:U R B R2 D' R U R' D R U' R B' R' U',JPZ:U' R B R2 D' R U R' D R U' R B' R' U
DQN:R B2 R' U R' D R U' R' D' R2 B2 R',GWS:R' U R' D R U' R' D' R2
DQR:D' R' U D R D' R' U' R D R' D' R D,DTX:R' U D R D' R' U' R D R' D' R
DQR:D' R' U D R D' R' U' R D R' D' R D,DRQ:D' R' D R D' R' U R D R' U' D' R D
DQS:U' R' U R2 D' R' U R D R' U' R' U' R U,DSQ:U' R' U R U R D' R' U' R D R2 U' R U
DQT:D' R' U R D R' U' R,GDQ:R D' R' U R D R' U'
DQT:D' R' U R D R' U' R,JEO:R2 D' R' U R D R' U' R'
DQT:D' R' U R D R' U' R,GQT:U' D' R' U R D R' U' R U
DQT:D' R' U R D R' U' R,DTQ:R' U R D' R' U' R D
DQT:D' R' U R D R' U' R,DTZ:R' U R D R' U' R D'
DQT:D' R' U R D R' U' R,GWA:R U D R' D' R' U R D R' U' R2 U' D' R'
DQT:D' R' U R D R' U' R,JFO:R B D' R' U R D R' U' R B' R'
DQT:D' R' U R D R' U' R,JQH:R B' D' R' U R D R' U' R B R'
DQW:R B' R' D R' D' R2 B' R2 D R D' R B2 R',JFN:D R' D' R2 B' R2 D R D' R B R'
DQW:R B' R' D R' D' R2 B' R2 D R D' R B2 R',DWQ:R B2 R' D R' D' R2 B R2 D R D' R B R'
DQX:R B2 R' U R' D' R U' R' D R2 B2 R',JZT:R U R' D' R U' R' D
DQX:R B2 R' U R' D' R U' R' D R2 B2 R',DXQ:R B2 R2 D' R U R' D R U' R B2 R'
DQX:R B2 R' U R' D' R U' R' D R2 B2 R',JZG:U R' D' R U' R' D R
DQY:R U' R D' R' U2 R D R' U' R',JDQ:U' R D' R' U2 R D R' U'
DQY:R U' R D' R' U2 R D R' U' R',DYQ:R U R D' R' U2 R D R' U R'
DQY:R U' R D' R' U2 R D R' U' R',GFP:R' U' R D' R' U2 R D R' U' R
DQZ:R U' R' U' R D' R' U' R D R' U2 R U R',JFP:U' R' U' R D' R' U' R D R' U2 R U
DQZ:R U' R' U' R D' R' U' R D R' U2 R U R',DZQ:R U' R' U2 R D' R' U R D R' U R U R'
DRN:U' R' U' R U R' D R U R' D' R U2 R' U R U,JEN:R U R' D R U R' D' R U2 R'
DRO:U' R' U' R2 D' R' U R D R' U' R' U R U,DYO:R' U' R' U' R2 D' R' U R D R' U' R' U R U R
DRP:U R' U R U2 R D' R' U2 R D R2 U' R U',GRP:R' U R U2 R D' R' U2 R D R2 U' R
DRP:U R' U R U2 R D' R' U2 R D R2 U' R U',JRP:U' R' U R U2 R D' R' U2 R D R2 U' R U
DRQ:D' R' D R D' R' U R D R' U' D' R D,DXT:R' D R D' R' U R D R' U' D' R
DRW:U' R' F R U2 R D R' U2 R D' R2 F' R U,DWR:U' R' F R2 D R' U2 R D' R' U2 R' F' R U
DRW:U' R' F R U2 R D R' U2 R D' R2 F' R U,JRW:U R' F R U2 R D R' U2 R D' R2 F' R U'
DRX:R U R' U2 R D R' U R D' R' U R U' R',GYC:R' U2 R D R' U R D' R' U R
DRX:R U R' U2 R D R' U R D' R' U R U' R',DXR:R U R' U' R D R' U' R D' R' U2 R U' R'
DRY:R D' R' D R U2 R' D' R U2 D R',JDY:D' R' D R U2 R' D' R U2 D
DRY:R D' R' D R U2 R' D' R U2 D R',DYR:R U2 D' R' D R U2 R' D' R D R'
DRY:R D' R' D R U2 R' D' R U2 D R',JHD:R' D' R' D R U2 R' D' R U2 D R
DRZ:R U' D' R2 D R U' R' D' R U R U D R',JFX:U' D' R2 D R U' R' D' R U R U D
DRZ:R U' D' R2 D R U' R' D' R U R U D R',DZR:R U' D' R' U' R' D R U R' D' R2 U D R'
DSM:U R' D R' D' R U R' D R U' D' R U',GSM:R' D R' D' R U R' D R U' D' R
DSN:U2 R' F' R U' R D R' U R D' R2 F R U2,JSN:R' F' R U' R D R' U R D' R2 F R
DSN:U2 R' F' R U' R D R' U R D' R2 F R U2,GSN:U R' F' R U' R D R' U R D' R2 F R U'
DSO:U R' U' D' R D R' U R D' R' D R U',GSO:R' U' D' R D R' U R D' R' D R
DSP:U R' U' R D' R' U R U' D,DYS:U D R' U' R D' R' U R U'
DSP:U R' U' R D' R' U R U' D,GQE:R U R' U' R D' R' U R U' D R'
DSP:U R' U' R D' R' U R U' D,GSP:R' U' R D' R' U R D
DSP:U R' U' R D' R' U R U' D,JSP:U' R' U' R D' R' U R U D
DSW:U R2 D R U R' D' R U' R U',GSW:R2 D R U R' D' R U' R
DSW:U R2 D R U R' D' R U' R U',DWS:U R' U R' D R U' R' D' R2 U'
DSW:U R2 D R U R' D' R U' R U',JSW:U' R2 D R U R' D' R U' R U
DSX:R2 U R U2 R D R' U2 R D' R2 U' R2,JIF:U R U2 R D R' U2 R D' R2 U'
DSX:R2 U R U2 R D R' U2 R D' R2 U' R2,DXS:R2 U R2 D R' U2 R D' R' U2 R' U' R2
DSX:R2 U R U2 R D R' U2 R D' R2 U' R2,GRE:R' U R U2 R D R' U2 R D' R2 U' R
DSY:U R' U' R D R' U R U' D',DYS:U D R' U' R D' R' U R U'
DSY:U R' U' R D R' U R U' D',GSE:R U R' U' R D R' U R U' D' R'
DSY:U R' U' R D R' U R U' D',GSY:R' U' R D R' U R D'
DSZ:U R' U' D R D' R' U R D R' D' R U',GSZ:R' U' D R D' R' U R D R' D' R
DSZ:U R' U' D R D' R' U R D R' D' R U',DZS:U R' D R D' R' U' R D R' U D' R U'
DTM:R' U2 R' D R U' R' D' R U' R,GMD:U2 R' D R U' R' D' R U'
DTM:R' U2 R' D R U' R' D' R U' R,GTM:U' R' U2 R' D R U' R' D' R U' R U
DTM:R' U2 R' D R U' R' D' R U' R,JNE:R U2 R' D R U' R' D' R U' R'
DTM:R' U2 R' D R U' R' D' R U' R,JOW:R B R' U2 R' D R U' R' D' R U' R B' R'
DTM:R' U2 R' D R U' R' D' R U' R,XQN:R2 B R' U2 R' D R U' R' D' R U' R B' R2
DTN:R' U2 D R' D' R U' R' D R U' D' R,GND:U2 D R' D' R U' R' D R U' D'
DTN:R' U2 D R' D' R U' R' D R U' D' R,JOM:R B R' U2 D R' D' R U' R' D R U' D' R B' R'
DTN:R' U2 D R' D' R U' R' D R U' D' R,JWE:R U2 D R' D' R U' R' D R U' D' R'
DTN:R' U2 D R' D' R U' R' D R U' D' R,XQW:R2 B R' U2 D R' D' R U' R' D R U' D' R B' R2
DTO:R B' R' U R D R' U2 R D' R' U R B R',GYF:R' U R D R' U2 R D' R' U R
DTO:R B' R' U R D R' U2 R D' R' U R B R',GOD:R2 B' R' U R D R' U2 R D' R' U R B R2
DTP:R' U D' R D R' U' R D' R' D R,GPD:U D' R D R' U' R D' R' D
DTP:R' U D' R D R' U' R D' R' D R,JQE:R U D' R D R' U' R D' R' D R'
DTQ:R' U R D' R' U' R D,DZT:D R' U R D' R' U' R
DTQ:R' U R D' R' U' R D,GTQ:U' R' U R D' R' U' R U D
DTQ:R' U R D' R' U' R D,GQD:U R D' R' U' R D R'
DTQ:R' U R D' R' U' R D,JHQ:R B' R' U R D' R' U' R D B R'
DTQ:R' U R D' R' U' R D,JOE:R U R D' R' U' R D R2
DTQ:R' U R D' R' U' R D,JOF:R B R' U R D' R' U' R D B' R'
DTQ:R' U R D' R' U' R D,GAW:R U D R2 U R D' R' U' R D R U' D' R'
DTW:U R2 U D R U' R' D' R U R' U' R2 U',GTW:R2 U D R U' R' D' R U R' U' R2
DTW:U R2 U D R U' R' D' R U R' U' R2 U',DWT:U R2 U R U' R' D R U R' U' D' R2 U'
DTW:U R2 U D R U' R' D' R U R' U' R2 U',JTW:U' R2 U D R U' R' D' R U R' U' R2 U
DTX:R' U D R D' R' U' R D R' D' R,GTD:U D R D' R' U' R D R' D'
DTX:R' U D R D' R' U' R D R' D' R,DXT:R' D R D' R' U R D R' U' D' R
DTX:R' U D R D' R' U' R D R' D' R,GTX:U' R' U D R D' R' U' R D R' D' R U
DTX:R' U D R D' R' U' R D R' D' R,JHE:R U D R D' R' U' R D R' D' R'
DTY:D' R U' R' U' R' D R U R' D' R2 U R' D,DZM:R U' R' U' R' D R U R' D' R2 U R'
DTY:D' R U' R' U' R' D R U R' D' R2 U R' D,DYT:D' R U' R2 D R U' R' D' R U R U R' D
DTZ:R' U R D R' U' R D',GWD:R F' R' U R D R' U' R D' F R'
DTZ:R' U R D R' U' R D',DZT:D R' U R D' R' U' R
DTZ:R' U R D R' U' R D',GSD:U R D R' U' R D' R'
DTZ:R' U R D R' U' R D',GTZ:U' R' U R D R' U' R U D'
DTZ:R' U R D R' U' R D',JGE:R U R D R' U' R D' R2
DTZ:R' U R D R' U' R D',JOR:R B R' U R D R' U' R D' B' R'
DWO:R B' R' U2 D R' D' R U2 R' D R D' R B R',GMF:R' U2 D R' D' R U2 R' D R D' R
DWP:U' R' F R2 D' R' U2 R D R' U2 R' F' R U,JWP:U R' F R2 D' R' U2 R D R' U2 R' F' R U'
DWQ:R B2 R' D R' D' R2 B R2 D R D' R B R',JNF:R B' R' D R' D' R2 B R2 D R D'
DWR:U' R' F R2 D R' U2 R D' R' U2 R' F' R U,JWR:U R' F R2 D R' U2 R D' R' U2 R' F' R U'
DWS:U R' U R' D R U' R' D' R2 U',GWS:R' U R' D R U' R' D' R2
DWS:U R' U R' D R U' R' D' R2 U',DXP:U D' R' U R' D R U' R' D' R2 U' D
DWS:U R' U R' D R U' R' D' R2 U',JWS:U' R' U R' D R U' R' D' R2 U
DWT:U R2 U R U' R' D R U R' U' D' R2 U',GWT:R2 U R U' R' D R U R' U' D' R2
DWT:U R2 U R U' R' D R U R' U' D' R2 U',JWT:U' R2 U R U' R' D R U R' U' D' R2 U
DWX:R U R' U' R' D R U R' D' R2 U' R',JEM:U R' U' R' D R U R' D' R2 U'
DWX:R U R' U' R' D R U R' D' R2 U' R',DXW:R U R2 D R U' R' D' R U R U' R'
DWY:U2 R U' R2 D R2 U R' U' R2 D' R2 U',GWY:U R U' R2 D R2 U R' U' R2 D' R2
DWY:U2 R U' R2 D R2 U R' U' R2 D' R2 U',DYW:U R2 D R2 U R U' R2 D' R2 U R' U2
DWY:U2 R U' R2 D R2 U R' U' R2 D' R2 U',JWY:R U' R2 D R2 U R' U' R2 D' R2 U
DWZ:R F' R' U2 R D R' U' R D' R' U' R F R',DZW:R F' R' U R D R' U R D' R' U2 R F R'
DXM:U R' D R U' R D' R' U R D R2 D' R U',GXM:R' D R U' R D' R' U R D R2 D' R
DXM:U R' D R U' R D' R' U R D R2 D' R U',JXM:U' R' D R U' R D' R' U R D R2 D' R U
DXN:U2 R U' R' U2 R' D R U2 R' D' R2 U R' U2,JXN:R U' R' U2 R' D R U2 R' D' R2 U R'
DXN:U2 R U' R' U2 R' D R U2 R' D' R2 U R' U2,GXN:U R U' R' U2 R' D R U2 R' D' R2 U R' U'
DXO:R B' R' U2 R' D' R U2 R' D R2 B R',JFG:R' U2 R' D' R U2 R' D R2
DXO:R B' R' U2 R' D' R U2 R' D R2 B R',GXO:U' R B' R' U2 R' D' R U2 R' D R2 B R' U
DXP:U D' R' U R' D R U' R' D' R2 U' D,GXP:D' R' U R' D R U' R' D' R2 D
DXP:U D' R' U R' D R U' R' D' R2 U' D,JXP:U' D' R' U R' D R U' R' D' R2 U D
DXQ:R B2 R2 D' R U R' D R U' R B2 R',JGZ:R' D' R U R' D R U'
DXQ:R B2 R2 D' R U R' D R U' R B2 R',JTZ:D' R U R' D R U' R'
DXR:R U R' U' R D R' U' R D' R' U2 R U' R',GCY:R' U' R D R' U' R D' R' U2 R
DXS:R2 U R2 D R' U2 R D' R' U2 R' U' R2,JFI:U R2 D R' U2 R D' R' U2 R' U'
DXS:R2 U R2 D R' U2 R D' R' U2 R' U' R2,GER:R' U R2 D R' U2 R D' R' U2 R' U' R
DXT:R' D R D' R' U R D R' U' D' R,GDT:D R D' R' U R D R' U' D'
DXT:R' D R D' R' U R D R' U' D' R,GXT:U' R' D R D' R' U R D R' U' D' R U
DXT:R' D R D' R' U R D R' U' D' R,JEH:R D R D' R' U R D R' U' D' R'
DXW:R U R2 D R U' R' D' R U R U' R',JME:U R2 D R U' R' D' R U R U'
DYM:R U2 R' D R U2 R' D',JDZ:R' D' R U2 R' D R U2
DYM:R U2 R' D R U2 R' D',JGF:R2 D' R U2 R' D R U2 R
DYM:R U2 R' D R U2 R' D',DZN:R' F' D' R U2 R' D R U2 R' F R
DYM:R U2 R' D R U2 R' D',GWF:R' U2 R' D R U2 R' D' R2
DYM:R U2 R' D R U2 R' D',GYM:U' R U2 R' D R U2 R' U D'
DYM:R U2 R' D R U2 R' D',JMD:U2 R' D R U2 R' D' R
DYM:R U2 R' D R U2 R' D',JSO:R' B D' R U2 R' D R U2 R' B' R
DYN:R U2 D R' D' R U2 R' D R D' R',JND:U2 D R' D' R U2 R' D R D'
DYN:R U2 D R' D' R U2 R' D R D' R',GMF:R' U2 D R' D' R U2 R' D R D' R
DYN:R U2 D R' D' R U2 R' D R D' R',GYN:U' R U2 D R' D' R U2 R' D R D' R' U
DYP:R U D' R D R' U2 R D' R' U D R',JPD:U D' R D R' U2 R D' R' U D
DYP:R U D' R D R' U2 R D' R' U D R',GOF:R' U D' R D R' U2 R D' R' U D R
DYQ:R U R D' R' U2 R D R' U R',JQD:U R D' R' U2 R D R' U
DYQ:R U R D' R' U2 R D R' U R',GPF:R' U R D' R' U2 R D R' U R
DYR:R U2 D' R' D R U2 R' D' R D R',JYD:U2 D' R' D R U2 R' D' R D
DYR:R U2 D' R' D R U2 R' D' R D R',JDH:R' U2 D' R' D R U2 R' D' R D R
DYS:U D R' U' R D' R' U R U',GYS:D R' U' R D' R' U R
DYS:U D R' U' R D' R' U R U',GES:R U D R' U' R D' R' U R U' R'
DYW:U R2 D R2 U R U' R2 D' R2 U R' U2,JYW:U' R2 D R2 U R U' R2 D' R2 U R'
DYW:U R2 D R2 U R U' R2 D' R2 U R' U2,GYW:R2 D R2 U R U' R2 D' R2 U R' U'
DZM:R U' R' U' R' D R U R' D' R2 U R',JWF:U' R' U' R' D R U R' D' R2 U
DZN:R' F' D' R U2 R' D R U2 R' F R,JDZ:R' D' R U2 R' D R U2
DZO:R B' R' U2 D' R' D R U2 R' D' R D R B R',JDH:R' U2 D' R' D R U2 R' D' R D R
DZP:U R B R' U R' D' R U' R' D R2 B' R' U',GZP:R B R' U R' D' R U' R' D R2 B' R'
DZP:U R B R' U R' D' R U' R' D R2 B' R' U',JZP:U' R B R' U R' D' R U' R' D R2 B' R' U
DZQ:R U' R' U2 R D' R' U R D R' U R U R',JPF:U' R' U2 R D' R' U R D R' U R U
DZR:R U' D' R' U' R' D R U R' D' R2 U D R',JXF:U' D' R' U' R' D R U R' D' R2 U D
DZS:U R' D R D' R' U' R D R' U D' R U',GZS:R' D R D' R' U' R D R' U D' R
DZT:D R' U R D' R' U' R,GDS:R D R' U R D' R' U'
DZT:D R' U R D' R' U' R,JEG:R2 D R' U R D' R' U' R'
DZT:D R' U R D' R' U' R,GDW:R F' D R' U R D' R' U' R F R'
DZT:D R' U R D' R' U' R,GZT:U' D R' U R D' R' U' R U
DZT:D R' U R D' R' U' R,JRO:R B D R' U R D' R' U' R B' R'
GAD:R U2 D R D' R' U' R D R' U' D' R',GDA:R U D R D' R' U R D R' U2 D' R'
GAE:U R' U2 D' R' D R U2 R' D' R D R U',JDH:R' U2 D' R' D R U2 R' D' R D R
GAE:U R' U2 D' R' D R U2 R' D' R D R U',GEA:U R' D' R' D R U2 R' D' R U2 D R U'
GAF:R B' R' U2 D' R D R' U R D' R' U D R B R',GOC:R' U2 D' R D R' U R D' R' U D R
GAF:R B' R' U2 D' R D R' U R D' R' U D R B R',GFA:R B' R' U' D' R D R' U' R D' R' U2 D R B R'
GAM:U R' D R U2 R' D' R U,JBN:R U R' D R U2 R' D' R U R'
GAM:U R' D R U2 R' D' R U,JMD:U2 R' D R U2 R' D' R
GAM:U R' D R U2 R' D' R U,GAY:U D' R' D R U2 R' D' R U D
GAM:U R' D R U2 R' D' R U,GMA:U' R' D R U2 R' D' R U'
GAM:U R' D R U2 R' D' R U,JDM:R' D R U2 R' D' R U2
GAN:U D R' D' R U2 R' D R U D',JBW:R U D R' D' R U2 R' D R U D' R'
GAN:U D R' D' R U2 R' D R U D',GAZ:U R' D' R U2 R' D R U
GAN:U D R' D' R U2 R' D R U D',GNA:U' D R' D' R U2 R' D R U' D'
GAN:U D R' D' R U2 R' D R U D',JDN:D R' D' R U2 R' D R U2 D'
GAN:U D R' D' R U2 R' D R U D',JND:U2 D R' D' R U2 R' D R D'
GAO:R' B R U R' D' R U2 R' D R U R' B' R,JBT:R U R' D' R U2 R' D R U R'
GAO:R' B R U R' D' R U2 R' D R U R' B' R,GOA:R' B R U' R' D' R U2 R' D R U' R' B' R
GAP:D' R D R' U2 R D' R' U2 D,JPD:U D' R D R' U2 R D' R' U D
GAP:D' R D R' U2 R D' R' U2 D,GPA:U2 D' R D R' U2 R D' R' D
GAP:D' R D R' U2 R D' R' U2 D,JDP:U' D' R D R' U2 R D' R' U' D
GAP:D' R D R' U2 R D' R' U2 D,GAS:R D R' U2 R D' R' U2
GAP:D' R D R' U2 R D' R' U2 D,JBQ:R D' R D R' U2 R D' R' U2 D R'
GAQ:R D' R' U2 R D R' U2,GQA:U2 R D' R' U2 R D R'
GAQ:R D' R' U2 R D R' U2,JQD:U R D' R' U2 R D R' U
GAQ:R D' R' U2 R D R' U2,JDQ:U' R D' R' U2 R D R' U'
GAQ:R D' R' U2 R D R' U2,GAT:D R D' R' U2 R D R' U2 D'
GAQ:R D' R' U2 R D R' U2,JBO:R2 D' R' U2 R D R' U2 R'
GAR:U R D' R2 D R U2 R' D' R U2 R D R' U',JDR:R D' R2 D R U2 R' D' R U2 R D R'
GAR:U R D' R2 D R U2 R' D' R U2 R D R' U',GRA:U R D' R' U2 R' D R U2 R' D' R2 D R' U'
GAS:R D R' U2 R D' R' U2,GSA:U2 R D R' U2 R D' R'
GAS:R D R' U2 R D' R' U2,JSD:U R D R' U2 R D' R' U
GAS:R D R' U2 R D' R' U2,JDS:U' R D R' U2 R D' R' U'
GAS:R D R' U2 R D' R' U2,JBG:R2 D R' U2 R D' R' U2 R'
GAS:R D R' U2 R D' R' U2,GZW:R F' D R' U2 R D' R' U2 R F R'
GAS:R D R' U2 R D' R' U2,JTQ:U R' U2 R D' R' U2 R U' D
GAT:D R D' R' U2 R D R' U2 D',GTA:U2 D R D' R' U2 R D R' D'
GAT:D R D' R' U2 R D R' U2 D',JBH:R D R D' R' U2 R D R' U2 D' R'
GAT:D R D' R' U2 R D R' U2 D',JDT:U' D R D' R' U2 R D R' U' D'
GAT:D R D' R' U2 R D R' U2 D',JTD:U D R D' R' U2 R D R' U D'
GAW:R U D R2 U R D' R' U' R D R U' D' R',GWA:R U D R' D' R' U R D R' U' R2 U' D' R'
GAW:R U D R2 U R D' R' U' R D R U' D' R',GQD:U R D' R' U' R D R'
GAX:R' D R2 D' R' U2 R D R' U2 R' D' R,JBR:D R2 D' R' U2 R D R' U2 R' D'
GAX:R' D R2 D' R' U2 R D R' U2 R' D' R,GXA:R' D R U2 R D' R' U2 R D R2 D' R
GAX:R' D R2 D' R' U2 R D R' U2 R' D' R,JXD:U R' D R2 D' R' U2 R D R' U2 R' D' R U'
GAY:U D' R' D R U2 R' D' R U D,JBS:R U D' R' D R U2 R' D' R U D R'
GAY:U D' R' D R U2 R' D' R U D,GYA:U' D' R' D R U2 R' D' R U' D
GAY:U D' R' D R U2 R' D' R U D,JDY:D' R' D R U2 R' D' R U2 D
GAY:U D' R' D R U2 R' D' R U D,JYD:U2 D' R' D R U2 R' D' R D
GAZ:U R' D' R U2 R' D R U,JBT:R U R' D' R U2 R' D R U R'
GAZ:U R' D' R U2 R' D R U,JZD:U2 R' D' R U2 R' D R
GAZ:U R' D' R U2 R' D R U,GZA:U' R' D' R U2 R' D R U'
GAZ:U R' D' R U2 R' D R U,JDZ:R' D' R U2 R' D R U2
GAZ:U R' D' R U2 R' D R U,JSC:R' U R' D' R U2 R' D R U R
GBD:U R2 D R' U R D' R' U' R' U',JEG:R2 D R' U R D' R' U' R'
GBD:U R2 D R' U R D' R' U' R' U',GDB:U R U R D R' U' R D' R2 U'
GBE:R U2 R D R' U' R D' R' U' R',GCE:R' U R U2 R D R' U' R D' R' U' R' U' R
GBE:R U2 R D R' U' R D' R' U' R',GEB:R U R D R' U R D' R' U2 R'
GBF:R2 U R' U R D R' U2 R D' R' U R U' R2,GFB:R2 U R' U' R D R' U2 R D' R' U' R U' R2
GBM:R' D R' U' D' R U R' D R U' R' U R D' R,JCN:D R' U' D' R U R' D R U' R' U R D'
GBM:R' D R' U' D' R U R' D R U' R' U R D' R,GMB:R' D R' U' R U R' D' R U' R' U D R D' R
GBN:U R U R' D R U R' D' R U2 R' U',JEN:R U R' D R U R' D' R U2 R'
GBN:U R U R' D R U R' D' R U2 R' U',GNB:U R U2 R' D R U' R' D' R U' R' U'
GBO:U R2 D' R' U R D R' U' R' U',JEO:R2 D' R' U R D R' U' R'
GBO:U R2 D' R' U R D R' U' R' U',GBR:U D R2 D' R' U R D R' U' R' U' D'
GBO:U R2 D' R' U R D R' U' R' U',GOB:U R U R D' R' U' R D R2 U'
GBO:U R2 D' R' U R D R' U' R' U',GQC:U' R2 D' R' U R D R' U' R' U
GBP:D' R D R2 F R2 D' R' D R' F' R,GPB:R' F R D' R D R2 F' R2 D' R' D
GBQ:R' F R U' R D' R' U R D R2 F' R,JOZ:R U' R D' R' U R D R2
GBQ:R' F R U' R D' R' U R D R2 F' R,GQB:R' F R2 D' R' U' R D R' U R' F' R
GBR:U D R2 D' R' U R D R' U' R' U' D',GRB:U D R U R D' R' U' R D R2 U' D'
GBR:U D R2 D' R' U R D R' U' R' U' D',JER:D R2 D' R' U R D R' U' R' D'
GBS:R' F R U' R D R' U R D' R2 F' R,GSY:R' U' R D R' U R D'
GBS:R' F R U' R D R' U R D' R2 F' R,GSB:R' F R2 D R' U' R D' R' U R' F' R
GBS:R' F R U' R D R' U R D' R2 F' R,JRF:U R' F R U' R D R' U R D' R2 F' R U'
GBS:R' F R U' R D R' U R D' R2 F' R,JGS:U' R D R' U R D' R'
GBT:U R U R' D' R U R' D R U2 R' U',JET:R U R' D' R U R' D R U2 R'
GBT:U R U R' D' R U R' D R U2 R' U',GTB:U R U2 R' D' R U' R' D R U' R' U'
GBW:R' F' D R U' R' D' R U R' F R,GWB:R' F' R U' R' D R U R' D' F R
GBX:U' R B' R2 D' R U R' D R U' R B R' U,JZF:R B' R2 D' R U R' D R U' R B R'
GBX:U' R B' R2 D' R U R' D R U' R B R' U,GXB:U' R B' R' U R' D' R U' R' D R2 B R' U
GBY:U R U R2 D' R U' R' D R U R U' R' U',JEY:R U R2 D' R U' R' D R U R U' R'
GBY:U R U R2 D' R U' R' D R U R U' R' U',GYB:U R U R' U' R' D' R U R' D R2 U' R' U'
GBZ:R U2 R D R' U R D' R' U R',JSA:U2 R D R' U R D' R' U
GBZ:R U2 R D R' U R D' R' U R',GYC:R' U2 R D R' U R D' R' U R
GBZ:R U2 R D R' U R D' R' U R',GZB:R U' R D R' U' R D' R' U2 R'
GBZ:R U2 R D R' U R D' R' U R',XTW:R2 F' R U2 R D R' U R D' R' U R' F R2
GCD:U R' U2 R' D' R U2 R' D R2 U',JFG:R' U2 R' D' R U2 R' D R2
GCD:U R' U2 R' D' R U2 R' D R2 U',GDC:U R2 D' R U2 R' D R U2 R U'
GCD:U R' U2 R' D' R U2 R' D R2 U',JAI:U' R' U2 R' D' R U2 R' D R2 U
GCE:R' U R U2 R D R' U' R D' R' U' R' U' R,GEC:R' U R U R D R' U R D' R' U2 R' U' R
GCF:R2 D' R U' R' D R U' R' D' R U2 R' D R2,GFC:R2 D' R U2 R' D R U R' D' R U R' D R2
GCM:R' D R' D' R U' R' D R U D' R,JAN:D R' D' R U' R' D R U D'
GCM:R' D R' D' R U' R' D R U D' R,GMC:R' U' D R' D' R U R' D R D' R
GCN:U' R U2 D R' D' R U' R' D R U' D' R' U,JWE:R U2 D R' D' R U' R' D R U' D' R'
GCN:U' R U2 D R' D' R U' R' D R U' D' R' U,GNC:U' R U D R' D' R U R' D R U2 D' R' U
GCO:R' U' D' R D R' U' R D' R' U2 D R,JAP:U' D' R D R' U' R D' R' U2 D
GCO:R' U' D' R D R' U' R D' R' U2 D R,GCR:D R' U' D' R D R' U' R D' R' U2 D R D'
