Source,Target
JBI:R' U' R' D R U' R D' R' U R D R' U R' D' R2,JXA:U' R' D R U' R D' R' U R D R' U R' D' R
JBM:R' D F2 D' R D R' F2 R D',JBY:D' R' D F2 D' R D R' F2 R
JBM:R' D F2 D' R D R' F2 R D',JMB:D R' F2 R D' R' D F2 D' R
JBN:R U R' D R U2 R' D' R U R',JMI:U R U R' D R U2 R' D' R U R' U'
JBN:R U R' D R U2 R' D' R U R',JNB:R U' R' D R U2 R' D' R U' R'
JBO:R2 D' R' U2 R D R' U2 R',JBR:D R2 D' R' U2 R D R' U2 R' D'
JBO:R2 D' R' U2 R D R' U2 R',JQI:U R2 D' R' U2 R D R' U2 R' U'
JBO:R2 D' R' U2 R D R' U2 R',JOB:R U2 R D' R' U2 R D R2
JBP:U' D' R D R' U R' F R2 D' R' D R' F' R,JQW:F' R U' D' R D R' U R' F R2 D' R' D R'
JBP:U' D' R D R' U R' F R2 D' R' D R' F' R,JOI:D' R D R' U R' F R2 D' R' D R' F' R U'
JBP:U' D' R D R' U R' F R2 D' R' D R' F' R,JPB:R' F R D' R D R2 F' R U' R D' R' U D
JBQ:R D' R D R' U2 R D' R' U2 D R',JQB:R U2 D' R D R' U2 R D' R' D R'
JBQ:R D' R D R' U2 R D' R' U2 D R',XPN:F2 R D' R D R' U2 R D' R' U2 D R' F2
JBR:D R2 D' R' U2 R D R' U2 R' D',JTI:U D R2 D' R' U2 R D R' U2 R' U' D'
JBR:D R2 D' R' U2 R D R' U2 R' D',JRB:D R U2 R D' R' U2 R D R2 D'
JBS:R U D' R' D R U2 R' D' R U D R',JSB:R U' D' R' D R U2 R' D' R U' D R'
JBT:R U R' D' R U2 R' D R U R',JSI:U R U R' D' R U2 R' D R U R' U'
JBT:R U R' D' R U2 R' D R U R',JBZ:D R U R' D' R U2 R' D R U R' D'
JBT:R U R' D' R U2 R' D R U R',JSC:R' U R' D' R U2 R' D R U R
JBT:R U R' D' R U2 R' D R U R',JTB:R U' R' D' R U2 R' D R U' R'
JBW:R U D R' D' R U2 R' D R U D' R',JBX:D' R U D R' D' R U2 R' D R U D' R' D
JBW:R U D R' D' R U2 R' D R U D' R',JWB:R U' D R' D' R U2 R' D R U' D' R'
JBX:D' R U D R' D' R U2 R' D R U D' R' D,JIC:R' D' R U D R' D' R U2 R' D R U D' R' D R
JBX:D' R U D R' D' R U2 R' D R U D' R' D,JXB:D' R U' D R' D' R U2 R' D R U' D' R' D
JBY:D' R' D F2 D' R D R' F2 R,JYB:R' F2 R D' R' D F2 D' R D
JBZ:D R U R' D' R U2 R' D R U R' D',JZB:D R U' R' D' R U2 R' D R U' R' D'
JCD:U' R D R D' R' U2 R D R' U2 D' R' U,JDC:U' R U2 D R D' R' U2 R D R' D' R' U
JCE:R U' R' U' R' D' R U' R' D R U2 R U R',JCF:R' U' R' D' R U' R' D R U2 R
JCE:R U' R' U' R' D' R U' R' D R U2 R U R',JEC:R U' R' U2 R' D' R U R' D R U R U R'
JCF:R' U' R' D' R U' R' D R U2 R,JFC:R' U2 R' D' R U R' D R U R
JCG:R' U' R' D' R U R' D R2,JYE:R U R' U' R' D' R U R' D R2 U' R'
JCG:R' U' R' D' R U R' D R2,JGC:R2 D' R U' R' D R U R
JCG:R' U' R' D' R U R' D R2,JZA:U' R' D' R U R' D R
JCH:R' F R U R' D R U' R' D' F' R,JZN:R U R' D R U' R' D'
JCH:R' F R U R' D R U' R' D' F' R,JHC:R' F D R U R' D' R U' R' F' R
JCI:R' D' R U' D R' D' R U2 R' D R U' D' R' D R,JXB:D' R U' D R' D' R U2 R' D R U' D' R' D
JCI:R' D' R U' D R' D' R U2 R' D R U' D' R' D R,JIC:R' D' R U D R' D' R U2 R' D R U D' R' D R
JCM:R' U' D R U R' D' R U' R' U R,JCY:D' R' U' D R U R' D' R U' R' U R D
JCM:R' U' D R U R' D' R U' R' U R,JMC:R' U' R U R' D R U' R' U D' R
JCN:D R' U' D' R U R' D R U' R' U R D',JCZ:R' U' D' R U R' D R U' R' U R
JCN:D R' U' D' R U R' D R U' R' U R D',JNC:D R' U' R U R' D' R U' R' U D R D'
JCO:R2 D' R2 U' R U R2 D R2 U' R' U,JPH:U R2 D' R2 U' R U R2 D R2 U' R'
JCO:R2 D' R2 U' R U R2 D R2 U' R' U,JOC:U' R U R2 D' R2 U' R' U R2 D R2
JCO:R2 D' R2 U' R U R2 D R2 U' R' U,JOT:U' R' U R2 D' R2 U' R U R2 D R2
JCP:U2 R U R' U' R D' R' U R U' D R' U2,JPC:U2 R U D' R' U' R D R' U R U' R' U2
JCQ:U' R U' D' R' U R D R' U' R U R' U,JOH:R U' D' R' U R D R' U' R U R'
JCQ:U' R U' D' R' U R D R' U' R U R' U,JQC:U' R U' R' U R D' R' U' R U D R' U
JCR:U2 R U R' U' R D R' U R U' D' R' U2,JRC:U2 R U D R' U' R D' R' U R U' R' U2
JCR:U2 R U R' U' R D R' U R U' D' R' U2,JSH:U' R U R' U' R D R' U R U' D' R' U
JCS:R' U' R' D' R U2 R' D R U' R,JSC:R' U R' D' R U2 R' D R U R
JCS:R' U' R' D' R U2 R' D R U' R,JTB:R U' R' D' R U2 R' D R U' R'
JCT:R2 U' R2 D' R U R' D R U' R U R2,JGZ:R' D' R U R' D R U'
JCT:R2 U' R2 D' R U R' D R U' R U R2,JTC:R2 U' R' U R' D' R U' R' D R2 U R2
JCT:R2 U' R2 D' R U R' D R U' R U R2,JTZ:D' R U R' D R U' R'
JCW:U' R' U R U' R' D R U R' U' D' R U,JMH:R' U R U' R' D R U R' U' D' R
JCW:U' R' U R U' R' D R U R' U' D' R U,JWC:U' R' U D R U' R' D' R U R' U' R U
JCX:R U' R2 D' R U2 R' D R U2 R U R',JIA:U' R2 D' R U2 R' D R U2 R U
JCX:R U' R2 D' R U2 R' D R U2 R U R',JXC:R U' R' U2 R' D' R U2 R' D R2 U R'
JCY:D' R' U' D R U R' D' R U' R' U R D,JYC:D' R' U' R U R' D R U' R' U D' R D
JCZ:R' U' D' R U R' D R U' R' U R,JXH:U R' U' D' R U R' D R U' R' U R U'
JCZ:R' U' D' R U R' D R U' R' U R,JZC:R' U' R U R' D' R U' R' U D R
JDB:R' F R U2 D R' D' R U' R' D R U' D' R' F' R,JWE:R U2 D R' D' R U' R' D R U' D' R'
JDC:U' R U2 D R D' R' U2 R D R' D' R' U,JHB:R U2 D R D' R' U2 R D R' D' R'
JDG:R' B' R2 D R' U' R D' R' U R' B R,JSG:R D R' U' R D' R' U
JDG:R' B' R2 D R' U' R D' R' U R' B R,JGD:R' B' R U' R D R' U R D' R2 B R
JDH:R' U2 D' R' D R U2 R' D' R D R,JYD:U2 D' R' D R U2 R' D' R D
JDH:R' U2 D' R' D R U2 R' D' R D R,JHD:R' D' R' D R U2 R' D' R U2 D R
JDI:R D R' U' D' R D R' U2 R D' R' U' D R D' R',JID:R D R' U D' R D R' U2 R D' R' U D R D' R'
JDM:R' D R U2 R' D' R U2,JMD:U2 R' D R U2 R' D' R
JDM:R' D R U2 R' D' R U2,JDY:D' R' D R U2 R' D' R U2 D
JDN:D R' D' R U2 R' D R U2 D',JDZ:R' D' R U2 R' D R U2
JDN:D R' D' R U2 R' D R U2 D',JND:U2 D R' D' R U2 R' D R D'
JDO:R' U' D' R2 U' R' D R U R' D' R' U D R,JOD:R' U' D' R D R U' R' D' R U R2 U D R
JDO:R' U' D' R2 U' R' D R U R' D' R' U D R,JMA:U' R' D R U R' D' R
JDP:U' D' R D R' U2 R D' R' U' D,JDS:U' R D R' U2 R D' R' U'
JDP:U' D' R D R' U2 R D' R' U' D,JPD:U D' R D R' U2 R D' R' U D
JDQ:U' R D' R' U2 R D R' U',JDT:U' D R D' R' U2 R D R' U' D'
JDQ:U' R D' R' U2 R D R' U',JQD:U R D' R' U2 R D R' U
JDR:R D' R2 D R U2 R' D' R U2 R D R',JRD:R D' R' U2 R' D R U2 R' D' R2 D R'
JDS:U' R D R' U2 R D' R' U',JSD:U R D R' U2 R D' R' U
JDT:U' D R D' R' U2 R D R' U' D',JTD:U D R D' R' U2 R D R' U D'
JDW:R F' R' U' R D R' U2 R D' R' U' R F R',JWD:R F' R' U R D R' U2 R D' R' U R F R'
JDX:U R' D R U2 R D' R' U2 R D R2 D' R U',JXD:U R' D R2 D' R' U2 R D R' U2 R' D' R U'
JDY:D' R' D R U2 R' D' R U2 D,JHD:R' D' R' D R U2 R' D' R U2 D R
JDY:D' R' D R U2 R' D' R U2 D,JYD:U2 D' R' D R U2 R' D' R D
JDZ:R' D' R U2 R' D R U2,JZD:U2 R' D' R U2 R' D R
JDZ:R' D' R U2 R' D R U2,JGF:R2 D' R U2 R' D R U2 R
JDZ:R' D' R U2 R' D R U2,JSO:R' B D' R U2 R' D R U2 R' B' R
JEA:U' R U2 R D R' U2 R D' R2 U,JGB:R U2 R D R' U2 R D' R2
JEA:U' R U2 R D R' U2 R D' R2 U,JIF:U R U2 R D R' U2 R D' R2 U'
JEC:R U' R' U2 R' D' R U R' D R U R U R',JFC:R' U2 R' D' R U R' D R U R
JEG:R2 D R' U R D' R' U' R',JGE:R U R D R' U' R D' R2
JEH:R D R D' R' U R D R' U' D' R',JHE:R U D R D' R' U' R D R' D' R'
JEI:R2 D' R' U R' D R U R' D' R U' R D R' U' R',JIE:R U R D' R' U R' D R U' R' D' R U' R D R2
JEM:U R' U' R' D R U R' D' R2 U',JME:U R2 D R U' R' D' R U R U'
JEM:U R' U' R' D R U R' D' R2 U',JWF:U' R' U' R' D R U R' D' R2 U
JEN:R U R' D R U R' D' R U2 R',JNE:R U2 R' D R U' R' D' R U' R'
JEO:R2 D' R' U R D R' U' R',JER:D R2 D' R' U R D R' U' R' D'
JEO:R2 D' R' U R D R' U' R',JOE:R U R D' R' U' R D R2
JEP:U R' U2 D' R D R' U R D' R' U D R U',JPE:U R' U' D' R D R' U' R D' R' U2 D R U'
JEQ:R D' R D R' U R D' R' U' D R',JQE:R U D' R D R' U' R D' R' D R'
JER:D R2 D' R' U R D R' U' R' D',JRE:D R U R D' R' U' R D R2 D'
JES:R U D' R' D R U R' D' R U2 D R',JSE:R U2 D' R' D R U' R' D' R U' D R'
JET:R U R' D' R U R' D R U2 R',JEZ:D R U R' D' R U R' D R U2 R' D'
JET:R U R' D' R U R' D R U2 R',JSF:R' U R' D' R U R' D R U2 R
JET:R U R' D' R U R' D R U2 R',JTE:R U2 R' D' R U' R' D R U' R'
JEW:R U D R' D' R U R' D R U2 D' R',JEX:D' R U D R' D' R U R' D R U2 D' R' D
JEW:R U D R' D' R U R' D R U2 D' R',JWE:R U2 D R' D' R U' R' D R U' D' R'
JEX:D' R U D R' D' R U R' D R U2 D' R' D,JXE:D' R U2 D R' D' R U' R' D R U' D' R' D
JEY:R U R2 D' R U' R' D R U R U' R',JGC:R2 D' R U' R' D R U R
JEY:R U R2 D' R U' R' D R U R U' R',JYE:R U R' U' R' D' R U R' D R2 U' R'
JEZ:D R U R' D' R U R' D R U2 R' D',JZE:D R U2 R' D' R U' R' D R U' R' D'
JFA:U' R2 D' R U' R' D R U R U,JGC:R2 D' R U' R' D R U R
JFG:R' U2 R' D' R U2 R' D R2,JGF:R2 D' R U2 R' D R U2 R
JFG:R' U2 R' D' R U2 R' D R2,JZD:U2 R' D' R U2 R' D R
JFH:R B' D' R' U' R D R' U R B R',JHF:R B' R' U' R D' R' U R D B R'
JFI:U R2 D R' U2 R D' R' U2 R' U',JIF:U R U2 R D R' U2 R D' R2 U'
JFM:R B' R' U R' D R U' R' D' R2 B R',JMF:R B' R2 D R U R' D' R U' R B R'
JFN:D R' D' R2 B' R2 D R D' R B R',JNF:R B' R' D R' D' R2 B R2 D R D'
JFO:R B D' R' U R D R' U' R B' R',JOF:R B R' U R D' R' U' R D B' R'
JFP:U' R' U' R D' R' U' R D R' U2 R U,JPF:U' R' U2 R D' R' U R D R' U R U
JFQ:R D' R U D R' U' R D' R' U R U' R' D R',JQF:R D' R U R' U' R D R' U R U' D' R' D R'
JFR:U R' F R2 D R' U' R D' R' U R' F' R U',JRF:U R' F R U' R D R' U R D' R2 F' R U'
JFS:R' U2 R' D' R U' R' D R U' R,JSF:R' U R' D' R U R' D R U2 R
JFS:R' U2 R' D' R U' R' D R U' R,JTE:R U2 R' D' R U' R' D R U' R'
JFS:R' U2 R' D' R U' R' D R U' R,XQT:R2 B R' U2 R' D' R U' R' D R U' R B' R2
JFT:U' R' U' R2 D R' U R D' R' U' R' U R U,JTF:U' R' U' R U R D R' U' R D' R2 U R U
JFW:U' R2 D R U' R' D' R U R U,JFX:U' D' R2 D R U' R' D' R U R U D
JFW:U' R2 D R U' R' D' R U R U,JME:U R2 D R U' R' D' R U R U'
JFW:U' R2 D R U' R' D' R U R U,JWF:U' R' U' R' D R U R' D' R2 U
JFX:U' D' R2 D R U' R' D' R U R U D,JXF:U' D' R' U' R' D R U R' D' R2 U D
JFY:U' R' U' R D R' U' R D' R' U2 R U,JYF:U' R' U2 R D R' U R D' R' U R U
JFZ:R B' R' U R' D' R U' R' D R2 B R',JZT:R U R' D' R U' R' D
JFZ:R B' R' U R' D' R U' R' D R2 B R',JZF:R B' R2 D' R U R' D R U' R B R'
JFZ:R B' R' U R' D' R U' R' D R2 B R',JZG:U R' D' R U' R' D R
JGB:R U2 R D R' U2 R D' R2,JIF:U R U2 R D R' U2 R D' R2 U'
JGD:R' B' R U' R D R' U R D' R2 B R,JGS:U' R D R' U R D' R'
JGF:R2 D' R U2 R' D R U2 R,JIA:U' R2 D' R U2 R' D R U2 R U
JGM:R' D R U R' D' R U',JMA:U' R' D R U R' D' R
JGM:R' D R U R' D' R U',JGY:D' R' D R U R' D' R U' D
JGM:R' D R U R' D' R U',JMG:U R' D R U' R' D' R
JGM:R' D R U R' D' R U',JNZ:D R U R' D' R U' R'
JGN:D R' D' R U R' D R U' D',JNA:U' D R' D' R U R' D R D'
JGN:D R' D' R U R' D R U' D',JWZ:R D R' D' R U R' D R U' D' R'
JGN:D R' D' R U R' D R U' D',JGZ:R' D' R U R' D R U'
JGN:D R' D' R U R' D R U' D',JNG:U D R' D' R U' R' D R D'
JGO:R' B D' R U R' D R U' R' B' R,JTZ:D' R U R' D R U' R'
JGO:R' B D' R U R' D R U' R' B' R,JOG:R' B R U R' D' R U' R' D B' R
JGP:U' D' R D R' U R D' R' D,JQZ:R U' D' R D R' U R D' R' D R'
JGP:U' D' R D R' U R D' R' D,JGS:U' R D R' U R D' R'
JGP:U' D' R D R' U R D' R' D,JPA:U2 D' R D R' U R D' R' U D
JGP:U' D' R D R' U R D' R' D,JPG:D' R D R' U' R D' R' U D
JGQ:U' R D' R' U R D R',JOZ:R U' R D' R' U R D R2
JGQ:U' R D' R' U R D R',JGT:U' D R D' R' U R D R' D'
JGQ:U' R D' R' U R D R',JQA:U2 R D' R' U R D R' U
JGQ:U' R D' R' U R D R',JQG:R D' R' U' R D R' U
JGR:U' R D' R' U R' D R U R' D' R U' R D R',JRG:R D' R' U R' D R U' R' D' R U' R D R' U
JGS:U' R D R' U R D' R',JSN:R' F' R U' R D R' U R D' R2 F R
JGS:U' R D R' U R D' R',JSA:U2 R D R' U R D' R' U
JGS:U' R D R' U R D' R',JSG:R D R' U' R D' R' U
JGT:U' D R D' R' U R D R' D',JTA:U2 D R D' R' U R D R' U D'
JGT:U' D R D' R' U R D R' D',JTG:D R D' R' U' R D R' U D'
JGT:U' D R D' R' U R D R' D',JTN:R' F' R U' D R D' R' U R D R' D' R' F R
JGW:R F' R' U' R D R' U R D' F R',JWG:R F' D R' U' R D' R' U R F R'
JGX:R' D R U' R D' R' U R D R' U R' D' R U',JXA:U' R' D R U' R D' R' U R D R' U R' D' R
JGX:R' D R U' R D' R' U R D R' U R' D' R U',JRZ:D R U' R D' R' U R D R' U R' D' R U' R'
JGX:R' D R U' R D' R' U R D R' U R' D' R U',JXG:U R' D R U' R D' R' U' R D R' U R' D' R
JGY:D' R' D R U R' D' R U' D,JYA:U' D' R' D R U R' D' R D
JGY:D' R' D R U R' D' R U' D,JSZ:R D' R' D R U R' D' R U' D R'
JGY:D' R' D R U R' D' R U' D,JYG:U D' R' D R U' R' D' R D
JGZ:R' D' R U R' D R U',JZA:U' R' D' R U R' D R
JGZ:R' D' R U R' D R U',JTZ:D' R U R' D R U' R'
JGZ:R' D' R U R' D R U',JZG:U R' D' R U' R' D R
JGZ:R' D' R U R' D R U',JZF:R B' R2 D' R U R' D R U' R B R'
JHC:R' F D R U R' D' R U' R' F' R,JNZ:D R U R' D' R U' R'
JHM:R' U D R U' R' D' R U R' U' R,JMY:U D R U' R' D' R U R' U'
JHM:R' U D R U' R' D' R U R' U' R,JHY:D' R' U D R U' R' D' R U R' U' R D
JHM:R' U D R U' R' D' R U R' U' R,JMH:R' U R U' R' D R U R' U' D' R
JHM:R' U D R U' R' D' R U R' U' R,JWC:U' R' U D R U' R' D' R U R' U' R U
JHN:R' F D R U' R' D' R U R' F' R,JNH:R' F R U' R' D R U R' D' F' R
JHO:R U' R' U R D' R' U' R U D R',JHR:D R U' R' U R D' R' U' R U D R' D'
JHO:R U' R' U R D' R' U' R U D R',JOH:R U' D' R' U R D R' U' R U R'
JHO:R U' R' U R D' R' U' R U D R',JOY:R2 U' R' U R D' R' U' R U D R2
JHO:R U' R' U R D' R' U' R U D R',JQC:U' R U' R' U R D' R' U' R U D R' U
JHP:R U R2 D' R2 U' R' U R2 D R2 U',JOC:U' R U R2 D' R2 U' R' U R2 D R2
JHP:R U R2 D' R2 U' R' U R2 D R2 U',JPH:U R2 D' R2 U' R U R2 D R2 U' R'
JHP:R U R2 D' R2 U' R' U R2 D R2 U',XOT:R' U R2 D' R2 U' R' U R2 D R2 U' R2
JHQ:R B' R' U R D' R' U' R D B R',JQH:R B' D' R' U R D R' U' R B R'
JHR:D R U' R' U R D' R' U' R U D R' D',JRH:D R U' D' R' U R D R' U' R U R' D'
JHS:U' R U D R' U' R D' R' U R U' R' U,JRC:U2 R U D R' U' R D' R' U R U' R' U2
JHS:U' R U D R' U' R D' R' U R U' R' U,JSH:U' R U R' U' R D R' U R U' D' R' U
JHT:R U' R' U R D R' U' R U D' R',JTH:R U' D R' U R D' R' U' R U R'
JHW:U' R2 D R2 U R' U' R2 D' R2 U R,JWY:R U' R2 D R2 U R' U' R2 D' R2 U
JHW:U' R2 D R2 U R' U' R2 D' R2 U R,JWH:R' U' R2 D R2 U R U' R2 D' R2 U
JHW:U' R2 D R2 U R' U' R2 D' R2 U R,XNT:R2 U' R2 D R2 U R' U' R2 D' R2 U R'
JHX:U R' U' R U R' D' R U' R' U D R U',JZC:R' U' R U R' D' R U' R' U D R
JHX:U R' U' R U R' D' R U' R' U D R U',JXH:U R' U' D' R U R' D R U' R' U R U'
JHY:D' R' U D R U' R' D' R U R' U' R D,JYH:D' R' U R U' R' D R U R' U' D' R D
JHZ:R' U D' R U' R' D R U R' U' R,JSY:U D' R U' R' D R U R' U'
JHZ:R' U D' R U' R' D R U R' U' R,JZH:R' U R U' R' D' R U R' U' D R
JIB:R2 D R U' R D' R' U' R D R' U R' D' R U R,JZR:R U R' D R U' R D' R' U' R D R' U R' D'
JIM:U R U' R' D R U2 R' D' R U' R' U',JNB:R U' R' D R U2 R' D' R U' R'
JIM:U R U' R' D R U2 R' D' R U' R' U',JMI:U R U R' D R U2 R' D' R U R' U'
JIN:D R' D' R U' R B' R2 D R D' R B R' U,JIZ:R' D' R U' R B' R2 D R D' R B R' U D
JIN:D R' D' R U' R B' R2 D R D' R B R' U,JNI:U' R B' R' D R' D' R2 B R' U R' D R D'
JIO:U R' F R D' R D R2 F' R U' R D' R' D,JIR:U D R' F R D' R D R2 F' R U' R D' R'
JIO:U R' F R D' R D R2 F' R U' R D' R' D,JOI:D' R D R' U R' F R2 D' R' D R' F' R U'
JIO:U R' F R D' R D R2 F' R U' R D' R' D,JPB:R' F R D' R D R2 F' R U' R D' R' U D
JIP:U' R' U' R D' R' U2 R D R' U' R U,JOX:R U' R' U' R D' R' U2 R D R' U' R U R'
JIP:U' R' U' R D' R' U2 R D R' U' R U,JPI:U' R' U R D' R' U2 R D R' U R U
JIQ:U R U2 R D' R' U2 R D R2 U',JOB:R U2 R D' R' U2 R D R2
JIQ:U R U2 R D' R' U2 R D R2 U',JIT:U D R U2 R D' R' U2 R D R2 U' D'
JIQ:U R U2 R D' R' U2 R D R2 U',JQI:U R2 D' R' U2 R D R' U2 R' U'
JIR:U D R' F R D' R D R2 F' R U' R D' R',JWQ:R D' R D R2 F' R U' R D' R' U D R' F
JIR:U D R' F R D' R D R2 F' R U' R D' R',JRI:R D R' U R' F R2 D' R' D R' F' R U' D'
JIR:U D R' F R D' R D R2 F' R U' R D' R',JPB:R' F R D' R D R2 F' R U' R D' R' U D
JIS:U R U' R' D' R U2 R' D R U' R' U',JTB:R U' R' D' R U2 R' D R U' R'
JIS:U R U' R' D' R U2 R' D R U' R' U',JSI:U R U R' D' R U2 R' D R U R' U'
JIT:U D R U2 R D' R' U2 R D R2 U' D',JRB:D R U2 R D' R' U2 R D R2 D'
JIT:U D R U2 R D' R' U2 R D R2 U' D',JTI:U D R2 D' R' U2 R D R' U2 R' U' D'
JIW:U' R2 D R U2 R' D' R U2 R U,JNX:R U' R2 D R U2 R' D' R U2 R U R'
JIW:U' R2 D R U2 R' D' R U2 R U,JIX:U' D' R2 D R U2 R' D' R U2 R U D
JIW:U' R2 D R U2 R' D' R U2 R U,JWI:U' R' U2 R' D R U2 R' D' R2 U
JIX:U' D' R2 D R U2 R' D' R U2 R U D,JSX:R U' D' R2 D R U2 R' D' R U2 R U D R'
JIX:U' D' R2 D R U2 R' D' R U2 R U D,JXI:U' D' R' U2 R' D R U2 R' D' R2 U D
JIY:U' R' U' R D R' U2 R D' R' U' R U,JTX:R U' R' U' R D R' U2 R D' R' U' R U R'
JIY:U' R' U' R D R' U2 R D' R' U' R U,JYI:U' R' U R D R' U2 R D' R' U R U
JIZ:R' D' R U' R B' R2 D R D' R B R' U D,JZI:U' D' R B' R' D R' D' R2 B R' U R' D R
JMA:U' R' D R U R' D' R,JYA:U' D' R' D R U R' D' R D
JMB:D R' F2 R D' R' D F2 D' R,JYB:R' F2 R D' R' D F2 D' R D
JMC:R' U' R U R' D R U' R' U D' R,JYC:D' R' U' R U R' D R U' R' U D' R D
JMD:U2 R' D R U2 R' D' R,JYD:U2 D' R' D R U2 R' D' R D
JMG:U R' D R U' R' D' R,JZN:R U R' D R U' R' D'
JMG:U R' D R U' R' D' R,JYG:U D' R' D R U' R' D' R D
JMH:R' U R U' R' D R U R' U' D' R,JYM:U R U' R' D R U R' U' D'
JMH:R' U R U' R' D R U R' U' D' R,JYH:D' R' U R U' R' D R U R' U' D' R D
JMO:R B R' U D R' D' R U R' D R U2 D' R B' R',JOM:R B R' U2 D R' D' R U' R' D R U' D' R B' R'
JMO:R B R' U D R' D' R U R' D R U2 D' R B' R',XWQ:R2 B R' U D R' D' R U R' D R U2 D' R B' R2
JMP:U' R B R' U R' D R U' R' D' R2 B' R' U,JPM:U' R B R2 D R U R' D' R U' R B' R' U
JMP:U' R B R' U R' D R U' R' D' R2 B' R' U,XWO:R U' R B R' U R' D R U' R' D' R2 B' R' U R'
JMQ:D R' F' R D' R' D F D' R,XWP:R D R' F' R D' R' D F D'
JMQ:D R' F' R D' R' D F D' R,JQM:R' D F' D' R D R' F R D'
JMQ:D R' F' R D' R' D F D' R,JYN:R' F' R D' R' D F D' R D
JMQ:D R' F' R D' R' D F D' R,XNO:R U' R' D R' F' R D' R' D F D' R2 U R'
JMR:D R2 U' D' R' U R D R' U' R U R2 D',JYO:R2 U' D' R' U R D R' U' R U R2
JMR:D R2 U' D' R' U R D R' U' R U R2 D',JRM:D R2 U' R' U R D' R' U' R U D R2 D'
JMS:R' U R U R' D R U' R' U' D' R,JSM:R' U D R U R' D' R U' R' U' R
JMS:R' U R U R' D R U' R' U' D' R,JYP:D' R' U R U R' D R U' R' U' D' R D
JMS:R' U R U R' D R U' R' U' D' R,XRN:R' U R' U R U R' D R U' R' U' D' R U' R
JMT:R F R2 D R U' R' D' R U R F' R',JTM:R F R' U' R' D R U R' D' R2 F' R'
JMX:U' R' D R2 D' R' U' R D R' U R' D' R U,JXM:U' R' D R U' R D' R' U R D R2 D' R U
JMX:U' R' D R2 D' R' U' R D R' U R' D' R U,XWS:R U' R' D R2 D' R' U' R D R' U R' D' R U R'
JMY:U D R U' R' D' R U R' U',JYM:U R U' R' D R U R' U' D'
JMY:U D R U' R' D' R U R' U',JYS:U R U' R' D' R U R' U' D
JMZ:U' R U' R2 D R U R' D' R U' R U R' U,JZM:U' R U' R' U R' D R U' R' D' R2 U R' U
JMZ:U' R U' R2 D R U R' D' R U' R U R' U,XWR:R U' R U' R2 D R U R' D' R U' R U R' U R'
JNA:U' D R' D' R U R' D R D',JZA:U' R' D' R U R' D R
JNC:D R' U' R U R' D' R U' R' U D R D',JZC:R' U' R U R' D' R U' R' U D R
JND:U2 D R' D' R U2 R' D R D',JZD:U2 R' D' R U2 R' D R
JNG:U D R' D' R U' R' D R D',JZW:R U D R' D' R U' R' D R D' R'
JNG:U D R' D' R U' R' D R D',JZG:U R' D' R U' R' D R
JNI:U' R B' R' D R' D' R2 B R' U R' D R D',JZI:U' D' R B' R' D R' D' R2 B R' U R' D R
JNO:R' D R D' R' D F' D' R D R' F D' R,XMQ:D R D' R' D F' D' R D R' F D'
JNO:R' D R D' R' D F' D' R D R' F D' R,JON:R' D F' R D' R' D F D' R D R' D' R
JNP:R' F' R D' R D R' U' R D' R' U D R' F R,XMO:F' R D' R D R' U' R D' R' U D R' F
JNP:R' F' R D' R D R' U' R D' R' U D R' F R,JPN:R' F' R U' D' R D R' U R D' R' D R' F R
JNQ:R' F' R2 D' R' U' R D R' U R' F R,XMP:F' R2 D' R' U' R D R' U R' F
JNQ:R' F' R2 D' R' U' R D R' U R' F R,JQN:R' F' R U' R D' R' U R D R2 F R
JNR:D R2 D' R' U' R D R' U R' D',JZO:R2 D' R' U' R D R' U R'
JNR:D R2 D' R' U' R D R' U R' D',JRN:D R U' R D' R' U R D R2 D'
JNS:R' F' R2 D R' U' R D' R' U R' F R,JSG:R D R' U' R D' R' U
JNS:R' F' R2 D R' U' R D' R' U R' F R,JSN:R' F' R U' R D R' U R D' R2 F R
JNT:R' F' R D R D' R' U' R D R' U D' R' F R,JTG:D R D' R' U' R D R' U D'
JNT:R' F' R D R D' R' U' R D R' U D' R' F R,JTN:R' F' R U' D R D' R' U R D R' D' R' F R
JNX:R U' R2 D R U2 R' D' R U2 R U R',JXN:R U' R' U2 R' D R U2 R' D' R2 U R'
JNY:D' R' D F' D' R D R' F R,XMT:R D' R' D F' D' R D R' F
JNY:D' R' D F' D' R D R' F R,JQM:R' D F' D' R D R' F R D'
JNY:D' R' D F' D' R D R' F R,JYN:R' F' R D' R' D F D' R D
JNZ:D R U R' D' R U' R',JZN:R U R' D R U' R' D'
JNZ:D R U R' D' R U' R',JZT:R U R' D' R U' R' D
JNZ:D R U R' D' R U' R',WTP:R D' R2 D2 R U R' D' R U' R' D' R2 D R'
JOB:R U2 R D' R' U2 R D R2,JRB:D R U2 R D' R' U2 R D R2 D'
JOC:U' R U R2 D' R2 U' R' U R2 D R2,JTO:R2 D' R2 U' R' U R2 D R2 U' R U
JOE:R U R D' R' U' R D R2,JRE:D R U R D' R' U' R D R2 D'
JOG:R' B R U R' D' R U' R' D B' R,JZT:R U R' D' R U' R' D
JOH:R U' D' R' U R D R' U' R U R',JRH:D R U' D' R' U R D R' U' R U R' D'
JOH:R U' D' R' U R D R' U' R U R',JYO:R2 U' D' R' U R D R' U' R U R2
